0.0,0.0,103.68584785461425,119.30100173950194
0.0,0.0,104.64960441589355,119.220991897583
0.0,0.0,105.61334648132323,119.133784866333
0.0,0.0,106.5770668029785,119.03996047973632
0.0,0.0,107.54075088500976,118.94010581970214
0.0,0.0,108.5044132232666,118.83480072021484
0.0,0.0,109.4680320739746,118.72462501525878
0.0,0.0,110.43160743713378,118.61015129089355
0.0,0.0,111.39513931274413,118.49196662902831
0.0,0.0,112.35861320495604,118.37065086364746
0.0,0.0,113.32203636169433,118.24678382873535
0.0,0.0,114.28539428710937,118.12093811035156
0.0,0.0,115.24868698120116,117.99370803833007
0.0,0.0,116.2118999481201,117.86566619873047
0.0,0.0,117.175040435791,117.73739967346191
0.0,0.0,118.13810119628906,117.60948104858397
0.0,0.0,119.10106773376464,117.48249015808105
0.0,0.0,120.06394729614257,117.3570068359375
0.0,0.0,121.02672538757324,117.23361816406249
0.0,0.0,121.98940200805663,117.11290397644042
0.0,0.0,122.95196990966797,116.99543685913085
0.0,0.0,123.91442184448242,116.88180389404296
0.0,0.0,124.8767723083496,116.77258491516113
0.0,0.0,125.8389778137207,116.66835975646973
0.0,0.0,126.80106735229492,116.56970100402832
0.0,0.0,127.76302642822264,116.47720298767089
0.0,0.0,128.7248405456543,116.39143829345703
0.0,0.0,129.68652420043944,116.31297950744629
0.0,0.0,130.6480484008789,116.24242820739745
0.0,0.0,131.60942764282225,116.1803424835205
0.0,0.0,132.5706329345703,116.1273166656494
0.0,0.0,133.53169326782225,116.08392333984375
0.0,0.0,134.4925796508789,116.05074958801269
0.0,0.0,135.45329208374022,116.02836799621582
0.0,0.0,136.41381607055663,116.0173656463623
0.0,0.0,137.37418060302733,116.01832237243651
0.0,0.0,138.3343421936035,116.03181076049805
0.0,0.0,139.29431533813477,116.05841789245605
0.0,0.0,140.25408554077148,116.09873085021972
0.0,0.0,141.21365280151366,116.15331497192382
0.0,0.0,142.17301712036132,116.22275733947754
0.0,0.0,143.13216400146484,116.30764503479003
0.0,0.0,144.09109344482422,116.40854339599609
0.0,0.0,145.04980545043944,116.52604675292969
0.0,0.0,146.0158088684082,116.66217002868652
0.0,0.0,146.97868118286132,116.81585502624512
0.0,0.0,147.9382194519043,116.98693504333495
0.0,0.0,148.89423522949218,117.17520713806152
0.0,0.0,149.84651107788085,117.3805046081543
0.0,0.0,150.79482955932616,117.60263175964354
